,Close,High,Open,Low
115,709.41552401167,717.9797647865524,709.9747125027703,702.0313473266463
116,711.3452919503619,718.3210577741717,710.9037030159844,702.7696057029568
117,712.4465455088321,720.1917767121512,712.4445069663965,705.5337666930764
118,713.7943684870006,721.572184948134,713.4958305230491,706.7505831144144
119,714.9869718266998,722.6003875092828,714.8246554648806,707.7098571488524
120,715.9717011887369,723.7283565772574,716.010686406608,708.8414583337619
121,716.989269949413,724.753004363151,717.0001076545544,709.8386910837352
122,717.982291934252,725.7408306502368,718.0222647767062,710.7712186818784
123,718.9168287431964,726.7103570782651,719.0153077160976,711.7153156032809
124,719.8149992572668,727.641440388627,719.9524824303348,712.6006411842047
125,720.6748673947327,728.5242974698577,720.8537859573104,713.43940272799
126,721.4910998305248,729.3713485927227,721.7169449594045,714.2424652476947
127,722.2692998298513,730.1779240294186,722.5366578438856,715.0067668869311
128,723.0107135475146,730.9463725833518,723.3185190433643,715.7324914601612
129,723.7161057997671,731.6782158783777,724.0634370313351,716.4241079913281
130,724.3873159504938,732.3751845450588,724.7723016298419,717.0818813020097
131,725.0260206664807,733.0382287626473,725.4468768630137,717.707473560509
132,725.633533872828,733.6692170688611,726.088831915167,718.3025264530734
133,726.2113863810614,734.2694544920823,726.6994632362631,718.8685214828129
134,726.7609924068402,734.8404215323861,727.280310031469,719.4067483296819
135,727.2836954490901,735.3834728828178,727.8327756840285,719.9186299025135
136,727.780791455002,735.8999700891129,728.3582103517674,720.4054158482469
137,728.2535290847414,736.3911676663508,728.8579109299578,720.8683338284038
138,728.7030884507878,736.858302626567,729.333130966467,721.3085454472385
139,729.1306011110609,737.3025374022845,729.7850541612049,721.7271656041515
140,729.5371438983582,737.7249905207365,730.214817394091,722.1252462244809
141,729.9237425923559,738.1267229579385,730.6235018979821,722.5037957146834
142,730.2913732590356,738.5087491221987,731.0121384604109,722.8637700444168
