Open,High,Low,Close,Adj Close,Volume
757.0,757.0499877929688,751.4000244140625,752.9500122070312,751.0392456054688,793433
761.0,761.0,741.5,751.0499877929688,749.14404296875,13872770
750.0,753.9500122070312,743.3499755859375,745.0499877929688,743.1592407226562,12120207
742.7000122070312,753.3499755859375,732.0,749.3499755859375,747.4483032226562,10844883
748.0,748.0,735.0999755859375,738.0499877929688,736.1770629882812,6195359
742.7999877929688,742.7999877929688,733.5,736.0499877929688,734.1820678710938,9372897
738.0,744.0,728.0,733.25,731.3892211914062,12849161
733.25,733.2999877929688,721.2999877929688,726.1500244140625,724.3072509765625,8978763
721.0,724.9000244140625,706.75,712.3499755859375,710.542236328125,18083445
715.0,716.0,701.9000244140625,706.3499755859375,704.5574340820312,13458109
713.0,713.0,677.4000244140625,686.4000244140625,684.6581420898438,16741079
681.0,692.6500244140625,677.3499755859375,685.6500244140625,683.9100341796875,16575348
690.0,695.0999755859375,682.0499877929688,685.1500244140625,683.4113159179688,11463429
686.0,687.0,676.5499877929688,679.9000244140625,678.1746215820312,9760486
669.0,674.9000244140625,660.4500122070312,661.75,660.0706787109375,10252753
665.0499877929688,665.4500122070312,649.3499755859375,651.0999755859375,649.4476928710938,12084376
648.0,677.4500122070312,648.0,655.6500244140625,653.9861450195312,24699809
664.9000244140625,681.4000244140625,660.0,679.5999755859375,677.8753051757812,16184200
675.0,678.7999877929688,668.0499877929688,676.0999755859375,674.3842163085938,8612601
679.0999755859375,687.3499755859375,671.0,673.0,671.2921142578125,9505985
674.0,678.75,661.1500244140625,663.0999755859375,661.417236328125,8022785
672.0,691.5499877929688,670.0,687.0,685.256591796875,15123987
695.0,701.5499877929688,687.6500244140625,697.0999755859375,695.3309326171875,11670826
698.1500244140625,699.9000244140625,688.0,693.9500122070312,692.18896484375,7021395
690.0999755859375,691.9500122070312,683.75,688.0499877929688,686.303955078125,5549743
699.0,711.9000244140625,693.0999755859375,704.0,702.2134399414062,13634563
701.0,714.0,697.5999755859375,710.9000244140625,709.095947265625,8612512
712.4000244140625,720.0,707.5499877929688,712.5,710.69189453125,7692888
719.0,721.9500122070312,705.0499877929688,709.6500244140625,707.84912109375,7309187
707.5,708.0,685.0999755859375,688.9000244140625,687.1517333984375,7844705
680.9500122070312,681.8499755859375,660.0999755859375,674.3499755859375,672.638671875,9934646
683.0,683.0,662.5,665.8499755859375,664.1602172851562,10116104
670.0,676.8499755859375,664.0,669.3499755859375,667.6513061523438,7489534
677.0,684.5,672.5999755859375,678.7999877929688,677.077392578125,6884683
681.1500244140625,682.0,662.4500122070312,667.5,665.8060302734375,6028893
663.0499877929688,674.5999755859375,655.9500122070312,672.1500244140625,670.4443359375,6996729
677.2999877929688,680.8499755859375,672.0,675.4500122070312,673.7359008789062,4645547
674.5,679.5999755859375,667.25,670.5,668.7984619140625,3969894
668.0,673.0999755859375,664.5,668.8499755859375,667.1526489257812,5119705
672.9500122070312,686.5,671.2000122070312,678.5499877929688,676.8280029296875,5586980
680.25,698.5,679.0,696.3499755859375,694.5828247070312,8550860
701.0,711.0499877929688,700.0499877929688,709.1500244140625,707.3504028320312,9705906
711.9000244140625,730.9000244140625,707.75,726.9000244140625,725.0553588867188,11312955
719.9500122070312,733.5,719.0,730.2999877929688,728.4467163085938,7955578
734.0,740.9000244140625,725.25,730.5999755859375,728.7459106445312,10454143
733.6500244140625,744.0,733.2000122070312,742.7999877929688,740.9149780273438,9595787
742.9000244140625,747.0499877929688,737.2999877929688,743.25,741.3638305664062,7252279
749.6500244140625,751.4500122070312,743.1500244140625,746.8499755859375,744.9546508789062,5294563
749.0,749.0,737.0499877929688,740.7000122070312,738.8203735351562,5196538
734.7999877929688,735.9500122070312,716.0499877929688,721.7000122070312,719.8685302734375,16302342
719.0,720.5999755859375,709.5,712.6500244140625,710.8414916992188,19680557
717.5,735.9000244140625,714.25,725.2000122070312,723.3596801757812,24055886
725.2000122070312,731.9500122070312,718.7000122070312,729.5999755859375,727.7484741210938,7746270
731.0499877929688,737.1500244140625,722.1500244140625,728.9000244140625,727.0502319335938,8505400
722.0,725.25,708.0499877929688,712.5,710.69189453125,10689060
715.0,716.4000244140625,688.2000122070312,704.5999755859375,702.8118896484375,8812501
714.0,755.0,708.5999755859375,752.2000122070312,750.2911376953125,38088158
744.0,777.0,738.0999755859375,773.8499755859375,771.8861694335938,34927774
